isUsingController,shooter_velocity,shooter_power,time,intake_current,shooter_current,shooter2_current,battery_voltage,shooter_target
false,2100.00,0.92,275.91,0.49,1.43,1.28,11.34,2000.000000
false,2100.00,0.92,275.95,0.56,1.41,1.26,11.34,2000.000000
false,2120.00,0.92,275.99,0.51,1.41,1.24,11.32,2000.000000
false,2100.00,0.92,276.04,0.48,1.46,1.25,11.32,2000.000000
false,2120.00,0.92,276.08,0.54,1.51,1.21,11.34,2000.000000
false,2120.00,0.92,276.12,0.52,1.50,1.19,11.31,2000.000000
false,2120.00,0.92,276.16,0.53,1.51,1.19,11.36,2000.000000
false,2140.00,0.92,276.19,0.58,1.54,1.16,11.30,2000.000000
false,2140.00,0.92,276.23,0.51,1.63,1.16,11.34,2000.000000
false,2140.00,0.92,276.28,0.51,1.47,1.14,11.31,2000.000000
false,2140.00,0.92,276.32,0.54,1.45,1.12,11.35,2000.000000
false,2140.00,0.92,276.35,0.47,1.54,1.13,11.28,2000.000000
false,2140.00,0.92,276.39,0.53,1.57,1.12,11.27,2000.000000
false,2160.00,0.92,276.42,0.55,1.56,1.09,11.28,2000.000000
false,2140.00,0.92,276.47,0.51,1.44,1.09,11.29,2000.000000
false,2160.00,0.92,276.52,0.48,1.43,1.09,11.32,2000.000000
false,2160.00,0.92,276.56,0.59,1.38,1.09,11.35,2000.000000
false,2160.00,0.92,276.59,0.56,1.46,1.06,11.30,2000.000000
false,2180.00,0.92,276.62,0.54,1.53,1.03,11.31,2000.000000
false,2160.00,0.92,276.66,0.58,1.41,1.04,11.32,2000.000000
false,2180.00,0.92,276.69,0.54,1.41,1.03,11.31,2000.000000
false,2160.00,0.92,276.73,0.56,1.48,1.01,11.34,2000.000000
false,2180.00,0.92,276.76,0.53,1.36,1.03,11.34,2000.000000
false,2180.00,0.92,276.82,0.51,1.35,1.02,11.37,2000.000000
false,2180.00,0.92,276.86,0.54,1.35,1.01,11.37,2000.000000
false,2200.00,0.92,276.90,0.66,1.23,1.02,11.37,2000.000000
false,2180.00,0.92,276.94,0.49,1.22,1.05,11.45,2000.000000
false,2180.00,0.92,276.98,0.54,1.23,1.04,11.40,2000.000000
false,2200.00,0.92,277.02,0.60,1.14,1.03,11.45,2000.000000
false,2180.00,0.92,277.06,0.55,1.24,1.03,11.44,2000.000000
false,2200.00,0.92,277.10,0.52,1.15,1.02,11.46,2000.000000
false,2200.00,0.92,277.14,0.56,1.21,0.99,11.43,2000.000000
false,2220.00,0.92,277.18,0.55,1.16,1.01,11.41,2000.000000
